Key,File,Type,UsedInMainMenu,NoTranslate,english
perkRegenerationRank2LongDesc,progression,Perk,,,"Accelerated healing. 0.5 HP per second out of combat."
perkRegenerationRank3Desc,progression,Perk,,,"Regen 0.8 HP/sec. Works in combat."
perkRegenerationRank3LongDesc,progression,Perk,,,"Your healing factor works even under fire. 0.8 HP per second, always active."
perkRegenerationRank4Desc,progression,Perk,,,"Regen 1.2 HP/sec always."
perkRegenerationRank4LongDesc,progression,Perk,,,"Superhuman recovery. 1.2 HP per second in all conditions."
perkRegenerationRank5Desc,progression,Perk,,,"Regen 1.8 HP/sec always."
perkRegenerationRank5LongDesc,progression,Perk,,,"Wolverine-tier healing. 1.8 HP per second at all times. You are very hard to kill."

perkIronGutName,progression,Perk,,,"Iron Gut"
perkIronGutDesc,progression,Perk,,,"Food and water last longer. Cook better meals. Farm efficiently."
perkIronGutRank1Desc,progression,Perk,,,"Food/water drain -10%."
perkIronGutRank1LongDesc,progression,Perk,,,"Your metabolism is efficient. Food and water drain 10% slower."
perkIronGutRank2Desc,progression,Perk,,,"Food/water drain -18%."
perkIronGutRank2LongDesc,progression,Perk,,,"You've adapted to scarcity. -18% food/water drain."
perkIronGutRank3Desc,progression,Perk,,,"Food/water drain -25%. Immune to food poisoning."
perkIronGutRank3LongDesc,progression,Perk,,,"Your iron stomach rejects nothing. -25% drain, immune to food poisoning."
perkIronGutRank4Desc,progression,Perk,,,"Food/water drain -35%. Advanced cooking recipes."
perkIronGutRank4LongDesc,progression,Perk,,,"Master of survival nutrition. -35% drain, unlock advanced cooking recipes."
perkIronGutRank5Desc,progression,Perk,,,"Food/water drain -50%. Master farming."
perkIronGutRank5LongDesc,progression,Perk,,,"Self-sustaining survivor. -50% food/water drain. Farming yields doubled."

perkLifebloodName,progression,Perk,,,"Lifeblood"
perkLifebloodDesc,progression,Perk,,,"Heal on kill. Medical items are more effective."
perkLifebloodRank1Desc,progression,Perk,,,"Heal 1% max HP on kill."
perkLifebloodRank1LongDesc,progression,Perk,,,"The thrill of victory mends your wounds. Heal 1% of max HP on each kill."
perkLifebloodRank2Desc,progression,Perk,,,"Heal 2% max HP on kill."
perkLifebloodRank2LongDesc,progression,Perk,,,"Adrenaline-powered recovery. 2% HP restored per kill."
perkLifebloodRank3Desc,progression,Perk,,,"Heal 2% on kill. Medical items +20%."
perkLifebloodRank3LongDesc,progression,Perk,,,"Medical items are 20% more effective in your hands. 2% HP per kill."
perkLifebloodRank4Desc,progression,Perk,,,"Heal 3% on kill. Medical items +30%."
perkLifebloodRank4LongDesc,progression,Perk,,,"Combat medic. 3% HP per kill, medical items +30% effective."
perkLifebloodRank5Desc,progression,Perk,,,"Heal 3% on kill. Medical items +50%."
perkLifebloodRank5LongDesc,progression,Perk,,,"Master of survival medicine. 3% HP per kill, all medical items 50% more effective."

perkUnbreakableName,progression,Perk,,,"Unbreakable"
perkUnbreakableDesc,progression,Perk,,,"Armor lasts longer and protects better."
perkUnbreakableRank1Desc,progression,Perk,,,"Armor degradation -10%. Armor rating +3%."
perkUnbreakableRank1LongDesc,progression,Perk,,,"You maintain your gear meticulously. -10% armor degradation, +3% armor rating."
perkUnbreakableRank2Desc,progression,Perk,,,"Armor degradation -18%. Armor rating +6%."
perkUnbreakableRank2LongDesc,progression,Perk,,,"Well-maintained armor is better armor. -18% degradation, +6% rating."
perkUnbreakableRank3Desc,progression,Perk,,,"Armor degradation -25%. Armor rating +9%."
perkUnbreakableRank3LongDesc,progression,Perk,,,"Your armor shrugs off wear. -25% degradation, +9% rating."
perkUnbreakableRank4Desc,progression,Perk,,,"Armor degradation -35%. Armor rating +12%."
perkUnbreakableRank4LongDesc,progression,Perk,,,"Armor seems to repair itself under your care. -35% degradation, +12% rating."
perkUnbreakableRank5Desc,progression,Perk,,,"Armor degradation -50%. Armor rating +15%."
perkUnbreakableRank5LongDesc,progression,Perk,,,"Indestructible protection. Armor lasts twice as long and protects 15% better."

perkGhostName,progression,Perk,,,"Ghost"
perkGhostDesc,progression,Perk,,,"Reduce noise and visibility. Light armor mastery. Lockpicking."
perkGhostRank1Desc,progression,Perk,,,"Noise -15%. Light armor +4%."
perkGhostRank1LongDesc,progression,Perk,,,"Move like a shadow. 15% noise reduction, light armor rating +4%."
perkGhostRank2Desc,progression,Perk,,,"Noise -25%. Light armor +7%."
perkGhostRank2LongDesc,progression,Perk,,,"The dead can't hear you anymore. 25% noise reduction, light armor +7%."
perkGhostRank3Desc,progression,Perk,,,"Noise -35%. Light armor +10%. Lockpick -15%."
perkGhostRank3LongDesc,progression,Perk,,,"Phantom movement. 35% quieter, light armor +10%, lockpick 15% faster."
perkGhostRank4Desc,progression,Perk,,,"Noise -50%. Light armor +14%. Lockpick -30%."
perkGhostRank4LongDesc,progression,Perk,,,"You exist in silence. 50% noise reduction, light armor +14%, lockpick 30% faster."
perkGhostRank5Desc,progression,Perk,,,"Noise -70%. Light armor +18%. Lockpick -50%."
perkGhostRank5LongDesc,progression,Perk,,,"True ghost. Nearly silent, masterful with locks, and light armor works like medium. -70% noise, +18% armor, -50% lockpick time."

perkAssassinName,progression,Perk,,,"Assassin"
perkAssassinDesc,progression,Perk,,,"Devastating sneak attacks. Guaranteed crits on unaware targets."
perkAssassinRank1Desc,progression,Perk,,,"Sneak attack damage ×2."
perkAssassinRank1LongDesc,progression,Perk,,,"Strike from the shadows. Sneak attacks deal double damage."
perkAssassinRank2Desc,progression,Perk,,,"Sneak attack damage ×2.5."
perkAssassinRank2LongDesc,progression,Perk,,,"Trained killer. Sneak attacks deal 2.5× damage."
perkAssassinRank3Desc,progression,Perk,,,"Sneak attack damage ×3."
perkAssassinRank3LongDesc,progression,Perk,,,"Lethal precision. Sneak attacks deal triple damage."
perkAssassinRank4Desc,progression,Perk,,,"Sneak attack damage ×4."
perkAssassinRank4LongDesc,progression,Perk,,,"One strike, one kill. Sneak attacks deal 4× damage."
perkAssassinRank5Desc,progression,Perk,,,"Sneak attack damage ×5. Guaranteed crit."
perkAssassinRank5LongDesc,progression,Perk,,,"Master assassin. Sneak attacks deal 5× damage and always critically hit."

perkAcrobatName,progression,Perk,,,"Acrobat"
perkAcrobatDesc,progression,Perk,,,"Jump higher, fall safer, climb faster."
perkAcrobatRank1Desc,progression,Perk,,,"Jump +10%. Fall damage -15%."
perkAcrobatRank1LongDesc,progression,Perk,,,"Natural agility. Jump 10% higher, take 15% less fall damage."
perkAcrobatRank2Desc,progression,Perk,,,"Jump +15%. Fall damage -25%."
perkAcrobatRank2LongDesc,progression,Perk,,,"Parkour instincts. Jump 15% higher, 25% less fall damage."
perkAcrobatRank3Desc,progression,Perk,,,"Jump +20%. Fall damage -35%."
perkAcrobatRank3LongDesc,progression,Perk,,,"Freerunner. Jump 20% higher, 35% less fall damage."
perkAcrobatRank4Desc,progression,Perk,,,"Jump +25%. Fall damage -50%."
perkAcrobatRank4LongDesc,progression,Perk,,,"Acrobatic mastery. Jump 25% higher, take half fall damage."
perkAcrobatRank5Desc,progression,Perk,,,"Jump +30%. Fall damage -70%."
perkAcrobatRank5LongDesc,progression,Perk,,,"Superhuman agility. 30% higher jumps, 70% fall damage reduction. Heights are just shortcuts."

perkWindRunnerName,progression,Perk,,,"Wind Runner"
perkWindRunnerDesc,progression,Perk,,,"Sprint faster with less stamina cost."
perkWindRunnerRank1Desc,progression,Perk,,,"Sprint +6%. Sprint stamina -8%."
perkWindRunnerRank1LongDesc,progression,Perk,,,"Born to run. Sprint 6% faster, 8% less stamina drain while sprinting."
perkWindRunnerRank2Desc,progression,Perk,,,"Sprint +10%. Sprint stamina -12%."
perkWindRunnerRank2LongDesc,progression,Perk,,,"Wind at your back. 10% faster, 12% cheaper sprinting."
perkWindRunnerRank3Desc,progression,Perk,,,"Sprint +15%. Sprint stamina -18%."
perkWindRunnerRank3LongDesc,progression,Perk,,,"Tireless runner. 15% sprint speed, 18% stamina reduction."
perkWindRunnerRank4Desc,progression,Perk,,,"Sprint +20%. Sprint stamina -25%."
perkWindRunnerRank4LongDesc,progression,Perk,,,"Outrun anything. 20% speed, 25% less stamina cost."
perkWindRunnerRank5Desc,progression,Perk,,,"Sprint +30%. Sprint stamina -35%."
perkWindRunnerRank5LongDesc,progression,Perk,,,"The wind itself. Sprint 30% faster for 35% less stamina. Nothing catches you."

perkQuickHandsName,progression,Perk,,,"Quick Hands"
perkQuickHandsDesc,progression,Perk,,,"Reload faster, swap weapons faster, draw faster."
perkQuickHandsRank1Desc,progression,Perk,,,"Reload +10%. Handling +10%."
perkQuickHandsRank1LongDesc,progression,Perk,,,"Quick reflexes. Reload 10% faster, weapon handling improved 10%."
perkQuickHandsRank2Desc,progression,Perk,,,"Reload +15%. Handling +18%."
perkQuickHandsRank2LongDesc,progression,Perk,,,"Practiced hands. 15% reload speed, 18% better handling."
perkQuickHandsRank3Desc,progression,Perk,,,"Reload +22%. Handling +25%."
perkQuickHandsRank3LongDesc,progression,Perk,,,"Combat fluid. 22% faster reloads, 25% weapon handling."
perkQuickHandsRank4Desc,progression,Perk,,,"Reload +28%. Handling +35%."
perkQuickHandsRank4LongDesc,progression,Perk,,,"Lightning reflexes. 28% reload, 35% handling improvement."
perkQuickHandsRank5Desc,progression,Perk,,,"Reload +35%. Handling +50%."
perkQuickHandsRank5LongDesc,progression,Perk,,,"Fastest hands in the wasteland. 35% reload speed, 50% weapon handling."

perkSlipperyName,progression,Perk,,,"Slippery"
perkSlipperyDesc,progression,Perk,,,"Chance to dodge incoming melee attacks."
perkSlipperyRank1Desc,progression,Perk,,,"5% dodge chance. Mobility +5%."
perkSlipperyRank1LongDesc,progression,Perk,,,"Instinctive evasion. 5% chance to dodge melee attacks, +5% mobility."
perkSlipperyRank2Desc,progression,Perk,,,"8% dodge chance. Mobility +8%."
perkSlipperyRank2LongDesc,progression,Perk,,,"You weave through danger. 8% dodge, +8% mobility."
perkSlipperyRank3Desc,progression,Perk,,,"12% dodge chance. Mobility +12%."
perkSlipperyRank3LongDesc,progression,Perk,,,"Hard to pin down. 12% dodge chance, +12% mobility."
perkSlipperyRank4Desc,progression,Perk,,,"16% dodge chance. Mobility +16%."
perkSlipperyRank4LongDesc,progression,Perk,,,"Untouchable. 16% dodge chance, +16% mobility."
perkSlipperyRank5Desc,progression,Perk,,,"20% dodge chance. Mobility +20%."
perkSlipperyRank5LongDesc,progression,Perk,,,"Shadow dancer. 20% chance to completely avoid melee hits, +20% mobility."

perkSilverTongueName,progression,Perk,,,"Silver Tongue"
perkSilverTongueDesc,progression,Perk,,,"Better buy and sell prices. Secret stash access."
perkSilverTongueRank1Desc,progression,Perk,,,"Buy -8%, Sell +8%."
perkSilverTongueRank1LongDesc,progression,Perk,,,"Silver tongue. Buy prices reduced 8%, sell prices increased 8%."
perkSilverTongueRank2Desc,progression,Perk,,,"Buy -14%, Sell +14%."
perkSilverTongueRank2LongDesc,progression,Perk,,,"Smooth negotiator. 14% better on both sides of every deal."
perkSilverTongueRank3Desc,progression,Perk,,,"Buy -20%, Sell +20%. Secret stash tier +1."
perkSilverTongueRank3LongDesc,progression,Perk,,,"Traders show you their hidden inventory. -20%/+20% prices, secret stash tier +1."
perkSilverTongueRank4Desc,progression,Perk,,,"Buy -26%, Sell +26%. Secret stash tier +1."
perkSilverTongueRank4LongDesc,progression,Perk,,,"Master haggler. -26%/+26% prices, secret stash access improved."
perkSilverTongueRank5Desc,progression,Perk,,,"Buy -35%, Sell +35%. Secret stash tier +2."
perkSilverTongueRank5LongDesc,progression,Perk,,,"The ultimate dealmaker. -35%/+35% prices, access to the best secret stashes."

perkArtificerName,progression,Perk,,,"Artificer"
perkArtificerDesc,progression,Perk,,,"Craft faster with higher quality results."
perkArtificerRank1Desc,progression,Perk,,,"Crafting speed +10%."
perkArtificerRank1LongDesc,progression,Perk,,,"Efficient hands. All crafting completes 10% faster."
perkArtificerRank2Desc,progression,Perk,,,"Crafting speed +18%."
perkArtificerRank2LongDesc,progression,Perk,,,"Workshop efficiency. 18% faster crafting at all stations."
perkArtificerRank3Desc,progression,Perk,,,"Crafting speed +25%. Crafting tier +1."
perkArtificerRank3LongDesc,progression,Perk,,,"Master craftsman. 25% speed, crafted items are 1 quality tier higher."
perkArtificerRank4Desc,progression,Perk,,,"Crafting speed +35%. Crafting tier +1."
perkArtificerRank4LongDesc,progression,Perk,,,"Expert engineer. 35% crafting speed, quality tier bonus maintained."
perkArtificerRank5Desc,progression,Perk,,,"Crafting speed +50%. Crafting tier +1. +1 mod slot."
perkArtificerRank5LongDesc,progression,Perk,,,"Legendary artificer. 50% speed, +1 quality tier, crafted items get an extra mod slot."

perkMechanicName,progression,Perk,,,"Mechanic"
perkMechanicDesc,progression,Perk,,,"Vehicles are faster, use less fuel, and easier to repair."
perkMechanicRank1Desc,progression,Perk,,,"Vehicle speed +8%. Fuel -10%."
perkMechanicRank1LongDesc,progression,Perk,,,"Tuned engine. Vehicles go 8% faster, burn 10% less fuel."
perkMechanicRank2Desc,progression,Perk,,,"Vehicle speed +14%. Fuel -18%."
perkMechanicRank2LongDesc,progression,Perk,,,"Performance tuning. +14% speed, -18% fuel consumption."
perkMechanicRank3Desc,progression,Perk,,,"Vehicle speed +20%. Fuel -25%."
perkMechanicRank3LongDesc,progression,Perk,,,"Master mechanic. +20% speed, -25% fuel. Vehicle crafting unlocked."
perkMechanicRank4Desc,progression,Perk,,,"Vehicle speed +26%. Fuel -35%."
perkMechanicRank4LongDesc,progression,Perk,,,"Road warrior engineer. +26% speed, -35% fuel consumption."
perkMechanicRank5Desc,progression,Perk,,,"Vehicle speed +35%. Fuel -50%."
perkMechanicRank5LongDesc,progression,Perk,,,"Supreme mechanic. Vehicles are 35% faster and use half the fuel. Repair vehicles anywhere."

perkSentinelName,progression,Perk,,,"Sentinel"
perkSentinelDesc,progression,Perk,,,"Turrets and traps deal more damage with greater range."
perkSentinelRank1Desc,progression,Perk,,,"Turret/trap damage +15%. Turret range +10%."
perkSentinelRank1LongDesc,progression,Perk,,,"Your turrets are calibrated for maximum effect. +15% damage, +10% range."
perkSentinelRank2Desc,progression,Perk,,,"Turret/trap damage +25%. Turret range +20%."
perkSentinelRank2LongDesc,progression,Perk,,,"Optimized targeting algorithms. +25% damage, +20% range."
perkSentinelRank3Desc,progression,Perk,,,"Turret/trap damage +35%. Turret range +30%."
perkSentinelRank3LongDesc,progression,Perk,,,"Expert security engineer. +35% damage, +30% range."
perkSentinelRank4Desc,progression,Perk,,,"Turret/trap damage +48%. Turret range +40%."
perkSentinelRank4LongDesc,progression,Perk,,,"Your automated defenses are feared. +48% damage, +40% range."
perkSentinelRank5Desc,progression,Perk,,,"Turret/trap damage +60%. Turret range +50%."
perkSentinelRank5LongDesc,progression,Perk,,,"Master of automated warfare. +60% turret/trap damage, +50% range. +1 active turret."

perkScholarName,progression,Perk,,,"Scholar"
perkScholarDesc,progression,Perk,,,"Gain XP faster. Books provide double progress."
perkScholarRank1Desc,progression,Perk,,,"XP gain +8%."
perkScholarRank1LongDesc,progression,Perk,,,"Every experience teaches you more. +8% XP from all sources."
perkScholarRank2Desc,progression,Perk,,,"XP gain +14%."
perkScholarRank2LongDesc,progression,Perk,,,"Rapid learner. +14% XP gain from all sources."
perkScholarRank3Desc,progression,Perk,,,"XP gain +20%. Books give 2× progress."
perkScholarRank3LongDesc,progression,Perk,,,"Voracious reader. +20% XP, skill books provide double progression."
perkScholarRank4Desc,progression,Perk,,,"XP gain +26%. Books give 2× progress."
perkScholarRank4LongDesc,progression,Perk,,,"Walking encyclopedia. +26% XP, maintained book bonus."
perkScholarRank5Desc,progression,Perk,,,"XP gain +35%. Books give 2× progress."
perkScholarRank5LongDesc,progression,Perk,,,"Master scholar. +35% XP gain. Every book read is twice as valuable."

perkScavengerName,progression,Perk,,,"Scavenger"
perkScavengerDesc,progression,Perk,,,"Find better loot faster. Search containers in record time."
perkScavengerRank1Desc,progression,Perk,,,"Loot stage +4. Search +12%."
perkScavengerRank1LongDesc,progression,Perk,,,"Trained eye for valuables. Loot gamestage +4, search speed +12%."
perkScavengerRank2Desc,progression,Perk,,,"Loot stage +8. Search +22%."
perkScavengerRank2LongDesc,progression,Perk,,,"You know where the good stuff hides. Loot stage +8, search +22%."
perkScavengerRank3Desc,progression,Perk,,,"Loot stage +12. Search +30%."
perkScavengerRank3LongDesc,progression,Perk,,,"Expert scavenger. +12 loot stage, 30% faster searching."
perkScavengerRank4Desc,progression,Perk,,,"Loot stage +16. Search +40%."
perkScavengerRank4LongDesc,progression,Perk,,,"Nothing escapes your rummaging. +16 loot stage, 40% search speed."
perkScavengerRank5Desc,progression,Perk,,,"Loot stage +22. Search +55%."
perkScavengerRank5LongDesc,progression,Perk,,,"Master looter. The wasteland yields its finest treasures. +22 loot stage, 55% search speed."

